query,clicks,impressions,avg_click_position,avg_impression_position,date
barabra contra la muerte resumen,1,1,-1,5,2025-05-16
la chica salvage resumen,1,1,-1,2,2025-05-16
anne jacobs la villa de las telas resumen,1,1,-1,9,2025-05-16
hhhh,0,418,-1,7,2025-05-16
el eternauta resumen y análisis,0,76,-1,9,2025-05-16
"peluso, el perrito que buscó cariño en un colegio, espera una familia que no lo deje atrás",0,66,-1,6,2025-05-16
¿de qué trata las inseparables de simone de beauvoir,0,45,-1,5,2025-05-16
antes de diciembre,0,27,-1,9,2025-05-16
el eternauta resumen,0,27,-1,9,2025-05-16
filosofia en el tocador,0,26,-1,10,2025-05-16
la nausea jean paul sartre resumen,0,26,-1,9,2025-05-16
el origen de la familia siglo xix,0,25,-1,9,2025-05-16
steve jobs isaacson resumen,0,25,-1,10,2025-05-16
breve historia de la química isaac asimov,0,21,-1,8,2025-05-16
la cueva del tiempo,0,17,-1,4,2025-05-16
resumen de la obra la mitología griega,0,16,-1,10,2025-05-16
historia de o pauline réage,0,15,-1,8,2025-05-16
roba como un artista indice,0,14,-1,10,2025-05-16
el dominio mantal geopolítica,0,13,-1,9,2025-05-16
resumen de las partes de la obra de guzmán de alfarache,0,13,-1,9,2025-05-16
hhhhh,0,12,-1,8,2025-05-16
parte final del  libro abbadom el exterminador,6,6,-1,19,2025-05-23
cuentos de la selva horacio quiroga resumen,4,2,-1,9,2025-05-23
resumen de la obra tierra baldia,3,3,-1,8,2025-05-23
resumen libro lautaro,3,3,-1,2,2025-05-23
la última selva de españa,3,3,-1,4,2025-05-23
resumen del libro de la selva horacio quiroga,3,2,-1,53,2025-05-23
correr jean echenoz resumen pdf,2,3,-1,5,2025-05-23
resumen de la vuelte al mundo de un forro polar rojo,2,3,-1,6,2025-05-23
"enrique jardiel poncela, los 38 asesinatos y medio del castillo de hull resumen",2,3,-1,10,2025-05-23
¿que es la sociedad del cansancio de byng chul hand,2,3,-1,10,2025-05-23
novela él heredero,2,2,-1,10,2025-05-23
libro de los futbolísimos el misterio del penati invisible resumen,2,2,-1,1,2025-05-23
indigna de ser humano usa mudanza y resumen,2,2,-1,8,2025-05-23
bajo las lilas personales principal,2,2,-1,3,2025-05-23
resumen de toda la obra de la última oportunidad de carlos cuauhtémoc sánchez de 7 hojas,2,2,-1,8,2025-05-23
resumen de 25 hojas la obra caballeria roja,2,1,-1,6,2025-05-23
resumen del libro de peribañez y el comendador de ocaña,2,1,-1,4,2025-05-23
orejas de mariposa de luisa aguilar,2,1,-1,10,2025-05-23
cuento el bosque encantado de enid blyton,2,1,-1,3,2025-05-23
caballeria roja de babel resumen,2,1,-1,3,2025-05-23
punki love,1,8,-1,8,2025-05-23
estudio de la obra de la estanquera de vallecas,1,7,-1,8,2025-05-23
cándido y otros cuentos voltaire,1,7,-1,3,2025-05-23
el secreto del orfebre resumen,1,6,-1,3,2025-05-23
la dama duende resumen,1,5,-1,7,2025-05-23
mentira care santos resumen por capítulos,1,5,-1,10,2025-05-23
libro ay cuanto me quiero mauricio paredes,1,5,-1,5,2025-05-23
el impostor javier cercas,1,4,-1,8,2025-05-23
la cuarta espada,1,3,-1,7,2025-05-23
resumen de el centinela,1,3,-1,4,2025-05-23
resumen del libro perro y gato gratis,1,3,-1,7,2025-05-23
espadas como labios analisis,1,3,-1,7,2025-05-23
de q se trata el libro el silencio del asesino,1,3,-1,4,2025-05-23
el misterio de la laguna negra,1,3,-1,6,2025-05-23
personajes el dia de manana ignacio martinez de pison,1,3,-1,4,2025-05-23
resumen del.coinro ciudad de humo joana marcus.,1,3,-1,2,2025-05-23
david icke verdad o mentira,1,3,-1,6,2025-05-23
la verdad sobre el caso savolta resumen,1,2,-1,9,2025-05-23
el dìa d antony grevor pdf resumen,1,2,-1,7,2025-05-23
resumen corto de el libro asmir no quiere pistolas,1,2,-1,2,2025-05-23
riassunto dettagliato el impostor cercas javier,1,2,-1,8,2025-05-23
resumen del libro bella y oscura pagina 43 a la 53,1,2,-1,3,2025-05-23
la mujer helada resumen por capítulos,1,2,-1,5,2025-05-23
la vida secreta de las abejas libro,1,2,-1,10,2025-05-23
pasar las del hilo azul,1,2,-1,6,2025-05-23
resumen por capítulos de la investigación sobre el entendimiento humano,1,2,-1,4,2025-05-23
libro por qué los hombres aman a las cabronas,1,2,-1,7,2025-05-23
jordi sierra y fabra frontera,1,2,-1,5,2025-05-23
resumen los manuscritos del mar muerto cesar vidal,1,2,-1,1,2025-05-23
bajo la frie luz de octubr personajes,1,2,-1,7,2025-05-23
la biblia de barro personajes,1,2,-1,4,2025-05-23
analisis de la leyenda el último cliente,1,2,-1,2,2025-05-23
la vida secreta de las abejas insecto,1,2,-1,14,2025-05-23
resumen del libro el silencio del asesino,1,2,-1,4,2025-05-23
la tia julia y el escribidor,1,1,-1,9,2025-05-23
el corsario de hierro resumen,1,1,-1,3,2025-05-23
"el secreto de las flores, resúmen",1,1,-1,2,2025-05-23
la calle de las camelias mercè rodoreda,1,1,-1,8,2025-05-23
la deshumanizacion del arte y ideas sobre la novela ortega reasumen del libro compl,1,1,-1,5,2025-05-23
que pasa en el libro metro 2035,1,1,-1,4,2025-05-23
la lozana andaluza resumen historia,1,1,-1,8,2025-05-23
resumen de méxico bárbaro john kenneth,1,1,-1,5,2025-05-23
última guardia stephen king,1,1,-1,4,2025-05-23
unviaje de novios riassseunto,1,1,-1,3,2025-05-23
resumen libro océano mar por capitulos,1,1,-1,2,2025-05-23
atlas de geografía humana,1,1,-1,7,2025-05-23
hay una ciudad de angeles caidos,1,1,-1,5,2025-05-23
todo arde chapter summary,1,1,-1,5,2025-05-23
alacena dama duende posizione,1,1,-1,9,2025-05-23
caracteristicas de la protagonista de gel azul de bernardo fernandez,1,1,-1,1,2025-05-23
riassuto compelto el impostor,1,1,-1,5,2025-05-23
emilia pardo bazán la cuestión palpitante,1,1,-1,8,2025-05-23
historia de una maestra josefina aldecoa,1,1,-1,6,2025-05-23
genealogía de lo moral enq ue consiste nietszche,1,1,-1,10,2025-05-23
why did borges write las inquisiciones,1,1,-1,9,2025-05-23
dama duende alacena,1,1,-1,7,2025-05-23
hhhh,0,359,-1,7,2025-05-23
fausto,0,34,-1,9,2025-05-23
els medina resum,0,22,-1,5,2025-05-23
antes de diciembre,0,19,-1,8,2025-05-23
el terror de sexto b,0,18,-1,8,2025-05-23
reflexiones sobre la maestria del amor,0,14,-1,7,2025-05-23
actividad destroza este diario,0,13,-1,10,2025-05-23
imformasion de caperusita roja,0,12,-1,10,2025-05-23
las fuentes del paraiso la tercera fundacion,0,12,-1,7,2025-05-23
la tía julia y el escribidor mario vargas llosa,0,10,-1,8,2025-05-23
hhhhh,0,7,-1,7,2025-05-23
estaciones de paso almudena grandes,0,6,-1,8,2025-05-23
las intermitencias de la muerte,0,6,-1,9,2025-05-23
el misterioso caso de styles,0,5,-1,7,2025-05-23
travesuras de la niña mala mario vargas llosa,0,4,-1,8,2025-05-23
campos de castilla antonio machado resumen,0,4,-1,10,2025-05-23
cosas que nadie save,0,4,-1,6,2025-05-23
cucho jose luis olaizola,0,4,-1,4,2025-05-23
casa desolada,0,4,-1,9,2025-05-23
"peluso, el perrito que buscó cariño en un colegio, espera una familia que no lo deje atrás",0,4,-1,6,2025-05-23
el recurso del método,0,4,-1,9,2025-05-23
historia de una maestra,0,3,-1,8,2025-05-23
diario de zlata por zlata filipović,0,3,-1,9,2025-05-23
resumen del cuento el senor del cero,0,3,-1,8,2025-05-23
resumen cuentos completos 2 - isaac asimov,3,6,-1,1,2025-05-30
resumen del libro maestro ignorante,3,3,-1,12,2025-05-30
resumen del libro las 21 lecciones de harari,2,5,-1,9,2025-05-30
análisis de lectura de el  beso de la muerte d kathy reichs,2,4,-1,1,2025-05-30
fiesta al noroeste,2,4,-1,6,2025-05-30
articulos de larra resumen,2,4,-1,16,2025-05-30
cuento caramelos de menta,2,3,-1,2,2025-05-30
lautaro resumen libro,2,3,-1,2,2025-05-30
resumen de 800 palabras del libro el eterno adan del autor julio verme,2,3,-1,2,2025-05-30
reflexiones sobre la maestría del amor,2,3,-1,7,2025-05-30
la loca de gandoca libro,2,2,-1,8,2025-05-30
"el autor singer (1975) expresa: “en su libro “liberación animal” es una obra fundamental en el movimiento animalista. singer argumenta que los animales tienen derecho a no ser maltratados y que debemos considerar sus intereses en nuestras decisiones. propuso la idea de que todos los seres sensibles tienen el mismo derecho a tener sus intereses considerados, independientemente de si son humanos o no.",2,2,-1,8,2025-05-30
resumen la estrategia del parásito,2,2,-1,4,2025-05-30
querida yo: tenemos que hablar resumen pdf,2,2,-1,2,2025-05-30
resumen de una novela criminal de jorge volpi,2,2,-1,2,2025-05-30
un resumen de cuentos macabros dos,2,1,-1,7,2025-05-30
resumen mitos griegos maría angelidou,2,1,-1,6,2025-05-30
resumen detallado de mentira de care santos,2,1,-1,9,2025-05-30
mararia personajes y descripciones,2,1,-1,5,2025-05-30
resumen del libro olalla,2,1,-1,3,2025-05-30
el rodavallo grass,2,1,-1,7,2025-05-30
resumen rel rinoceronte eugene ionesco,2,1,-1,5,2025-05-30
por orden del rey - susan wiggs,2,1,-1,3,2025-05-30
resumen  libro papelucho 1,2,1,-1,8,2025-05-30
ciudades de papel argumento,1,5,-1,15,2025-05-30
resumen del capítulo 2 el aristocrata del libro scaramouche de rafael sabatini,1,4,-1,3,2025-05-30
14 lecciones de liderazgo walter issa isaacson resumen,1,4,-1,3,2025-05-30
el bazar de los malos sueños libro,1,4,-1,8,2025-05-30
mentira libro de enrique,1,4,-1,7,2025-05-30
una ciudad flotante julio verne resumen,1,4,-1,5,2025-05-30
resumen guadalajara quim monzo,1,3,-1,51,2025-05-30
resumen de la historia del libro de 47 ronin en oxford reading club en español,1,3,-1,6,2025-05-30
toda la verdad de mis mentiras sinopsis,1,3,-1,7,2025-05-30
felicita guerrero capítulo seis resumen del libro,1,3,-1,4,2025-05-30
sintesis de diferente eloy,1,3,-1,8,2025-05-30
libro naturaleza muerta hermanos pinzon,1,3,-1,7,2025-05-30
lo prohibido benito pérez galdos,1,3,-1,5,2025-05-30
la biblioteca de los libros vacíos resumen pdf,1,2,-1,7,2025-05-30
resumen del libro perder es cuestión de método de santiago gamboa,1,2,-1,2,2025-05-30
la música del viento jordi sierra i fabra de que trata,1,2,-1,7,2025-05-30
efrain medina reyes tecnicas entre batman y robin cbr,1,2,-1,17,2025-05-30
resumen cuentos completos ii - isaac asimov,1,2,-1,1,2025-05-30
torres de malory 1 resumen,1,2,-1,6,2025-05-30
los cuadernos de don rigoberto resumen,1,2,-1,3,2025-05-30
"absalon, absalon resumen",1,2,-1,6,2025-05-30
aristófanes asamblea de mujeres,1,2,-1,7,2025-05-30
asesinos de la luna resumen,1,2,-1,4,2025-05-30
el día de mañana ignacio martínez de pisón,1,2,-1,5,2025-05-30
sinopsis de los personajes de terapia de david lodge,1,2,-1,4,2025-05-30
la crisis existencial de tolstoy,1,2,-1,10,2025-05-30
cielos de barro dulce chacón,1,2,-1,8,2025-05-30
resumen libro querida susi querido paul,1,2,-1,3,2025-05-30
resumen de novela fantástica el pulgarcito,1,2,-1,2,2025-05-30
la princes manca,1,2,-1,7,2025-05-30
rosario villajos la educación fisica anorexia,1,2,-1,5,2025-05-30
resumen libro el mundo y sus demonios carl sagan,1,1,-1,9,2025-05-30
la insolación carmen laforet,1,1,-1,5,2025-05-30
resumen del libro de shuek,1,1,-1,3,2025-05-30
el se reto delmorfebre explicado,1,1,-1,2,2025-05-30
resumen de la dependienta,1,1,-1,5,2025-05-30
la lengua de las mariposas resumen y analisis,1,1,-1,6,2025-05-30
resumen del libro abuelita opalina de maría punzel,1,1,-1,1,2025-05-30
la hija del comunista,1,1,-1,7,2025-05-30
sefarad munoz molina resumen capitulo por capitulo,1,1,-1,1,2025-05-30
resumen capitulo 7 la maestra de socrates,1,1,-1,2,2025-05-30
chicos hombrecitos,1,1,-1,9,2025-05-30
el libro negro del tercer reig,1,1,-1,3,2025-05-30
ángel audaz jude deveraux librosdemario,1,1,-1,5,2025-05-30
cuento de putas,1,1,-1,21,2025-05-30
balas de plata (élmer mendoza),1,1,-1,6,2025-05-30
hhhh,0,314,-1,8,2025-05-30
la piedra del c,0,34,-1,5,2025-05-30
donde habitan los angeles kg,0,26,-1,8,2025-05-30
viento del este viento del oeste resumen,0,25,-1,5,2025-05-30
resumen de el 18 de grumario,0,21,-1,8,2025-05-30
el murmullo de las abejas,0,19,-1,7,2025-05-30
donde habitan los angeles libro resumen,0,17,-1,5,2025-05-30
romper el círculo colleen hoover,0,13,-1,10,2025-05-30
antes de diciembre,0,13,-1,8,2025-05-30
un dios salvaje resumen,0,12,-1,6,2025-05-30
donde habitan los angeles resumen,0,12,-1,6,2025-05-30
el genio y la diosa,0,12,-1,6,2025-05-30
el legado libro sinopsis,0,12,-1,7,2025-05-30
por que los hombres aman a las cabronas,0,9,-1,7,2025-05-30
ariel libro de obra,0,7,-1,18,2025-05-30
pamela limite,0,6,-1,6,2025-05-30
el fantasma de canterville resumen,0,6,-1,8,2025-05-30
cuentos de eva luna resumen,0,5,-1,8,2025-05-30
la solterona edith wharton,0,4,-1,7,2025-05-30
cuando er divertido eloy moreno resumen,0,4,-1,7,2025-05-30
noventa y tres,0,4,-1,8,2025-05-30
el monarca de las sombras,0,4,-1,4,2025-05-30
el bosque encantado,0,4,-1,5,2025-05-30
el temor del hombre sabio,0,4,-1,9,2025-05-30
hacia rutas salvajes resumen,0,4,-1,8,2025-05-30
la revolucion es un sueno eterno,0,4,-1,8,2025-05-30
resumen del libro la maestría del amor,0,4,-1,8,2025-05-30
la pequena dorrit,0,4,-1,10,2025-05-30
la otra historia de méxico,0,3,-1,8,2025-05-30
el secreto de la modelo extraviada resumen por capitulos,0,3,-1,6,2025-05-30
tormento resumen corto,3,2,-1,16,2025-06-06
la  cocinera di coia valls,3,1,-1,8,2025-06-06
resumen de la novela de yo el supremo,2,8,-1,20,2025-06-06
ninfa rota resumen,2,8,-1,4,2025-06-06
noches lúgubres resumen,2,4,-1,16,2025-06-06
resumen libro caramelos de menta,2,4,-1,2,2025-06-06
aroa moreno durán : la hija del comunista ecured,2,4,-1,10,2025-06-06
ninfa rota,2,2,-1,1,2025-06-06
resumen corto de la ratonera,2,2,-1,9,2025-06-06
cómic de invesible,2,2,-1,1,2025-06-06
la casa de las voces carrisi resumen,2,2,-1,2,2025-06-06
fray perico en la guerra resumen de los primeros capitulos,2,2,-1,16,2025-06-06
resumen de que verguenza de paulina flores,2,2,-1,10,2025-06-06
resumen de el mago cesar aira,2,2,-1,2,2025-06-06
resumen primera memoria ana maria matute,2,2,-1,18,2025-06-06
cual es el tema de 97 formas de decir <<te quiero>>,2,2,-1,9,2025-06-06
resumen de la obra bautismo de fuego,2,2,-1,11,2025-06-06
resumen del libro el destello,2,1,-1,11,2025-06-06
la nardo,2,1,-1,7,2025-06-06
el don del águila resumen,2,1,-1,3,2025-06-06
hhhh,1,370,-1,8,2025-06-06
resumen por capitulos del libro a sangre y fuego,1,8,-1,5,2025-06-06
resumen general da la novela memorias postumas de bras cubas,1,6,-1,10,2025-06-06
"resumen de asterix y obelix, el combate de los jefes",1,6,-1,8,2025-06-06
resumen libro miedo care santos,1,6,-1,18,2025-06-06
resumen del libro por favor sea feliz,1,6,-1,4,2025-06-06
el niño astro oscar wilde resumen,1,6,-1,16,2025-06-06
la isla de bowen resumen,1,5,-1,4,2025-06-06
resumen del libro ay cuánto me quiero,1,4,-1,6,2025-06-06
el llibre de les besties resum,1,4,-1,12,2025-06-06
que valores  enseña? la flor mas grande del mundo de jose saramago,1,4,-1,16,2025-06-06
resumes de 97 formas de decir<<te quiero>>,1,4,-1,8,2025-06-06
el octavo habito stephen covey resumen para enfermeria,1,4,-1,9,2025-06-06
resumen de la novela perfectos mentirosos de alex mirez,1,4,-1,6,2025-06-06
resumen libro la hija del espantapajaros,1,4,-1,14,2025-06-06
resumen completo del libro frin,1,4,-1,14,2025-06-06
resumen de la obra noche de reyes,1,4,-1,10,2025-06-06
resumen de otra educación ya es posible,1,4,-1,2,2025-06-06
resumen de la novela el siglo de las luces,1,3,-1,9,2025-06-06
remedios escobar novela personaje,1,3,-1,2,2025-06-06
umberto eco sobre literatura resumo pequeno referencia bibliografica,1,2,-1,10,2025-06-06
la familia de sara mesa resumen por capítulos,1,2,-1,4,2025-06-06
nada y asi sea oriana,1,2,-1,3,2025-06-06
rebelión en la granja resumen,1,2,-1,16,2025-06-06
la virgen de los huesos resumen,1,2,-1,12,2025-06-06
resumen de noches lúgubres un profesor,1,2,-1,8,2025-06-06
"la  novela la trilogia, la noche, la alborada de elie wesel en audio",1,2,-1,8,2025-06-06
resumen como si existiese el perdon,1,2,-1,2,2025-06-06
coclusion del noches lugubres,1,2,-1,10,2025-06-06
sal de mis sueños fernando trujillo resumen,1,2,-1,5,2025-06-06
mil y una noches antología,1,2,-1,16,2025-06-06
100 años bruguera,1,2,-1,35,2025-06-06
lecturas sin limite,1,1,-1,17,2025-06-06
desarrolla tu cerebro. cuando se escribió la,1,1,-1,5,2025-06-06
el fuego interior castaneda libros,1,1,-1,3,2025-06-06
novela de refleccion un.comencuentro del.comdestino,1,1,-1,3,2025-06-06
los ojos de mi princesa,1,1,-1,8,2025-06-06
pensanza de rousseau resumen,1,1,-1,9,2025-06-06
carolus rex,1,1,-1,6,2025-06-06
libro de cuauhtémoc sánchez la última oportunidad,1,1,-1,8,2025-06-06
paginas de el libro pantalones cortos,1,1,-1,2,2025-06-06
aroma a lavanda final,1,1,-1,8,2025-06-06
resumen libro por qué los hombres aman a las cabrones,1,1,-1,1,2025-06-06
antes de diciembre,0,72,-1,15,2025-06-06
hhhhh,0,47,-1,8,2025-06-06
la fuerza de sheccid,0,45,-1,15,2025-06-06
monarca de las sombras,0,19,-1,8,2025-06-06
"el amor, las mujeres y la vida mario benedetti",0,17,-1,6,2025-06-06
el principe constante pedro calderon de la barca resumen,0,17,-1,7,2025-06-06
cuento literario de crepusculo,0,14,-1,16,2025-06-06
la bruja de portobello paulo coelho,0,12,-1,13,2025-06-06
resumen libro justicia hacemos lo que debemos,0,12,-1,4,2025-06-06
interpretacion del la novela el cementerio de praga de umberto eco,0,12,-1,14,2025-06-06
por todos los dioses,0,12,-1,18,2025-06-06
que pasó en el capítulo 2 de los juegos del hambre dos,0,12,-1,20,2025-06-06
el genio y la diosa,0,11,-1,6,2025-06-06
fausto,0,10,-1,10,2025-06-06
modos de ver john berger,0,10,-1,13,2025-06-06
elcornwell btinternet com,0,8,-1,9,2025-06-06
personajes de julio cesar by william shakespeare,0,8,-1,20,2025-06-06
de que trata los dioses del norte la leyenda del bosque,0,8,-1,12,2025-06-06
que mala es la gente,0,8,-1,20,2025-06-06
resumen el caso harry quebert,0,8,-1,16,2025-06-06
amante de ursua,0,7,-1,14,2025-06-06
el reino de este mundo,0,7,-1,14,2025-06-06
el polizon del ulisses summary very detailed,0,7,-1,8,2025-06-06
libro por que los hombres aman a las cabronas,0,6,-1,14,2025-06-06
papel mojado chapter 2 summary,0,6,-1,14,2025-06-06
enterrado en vida de arnold bennett,0,6,-1,16,2025-06-06
resumo do livro fevor de buenos aires resumo,0,6,-1,14,2025-06-06
resumen del monstruo de los colores,0,6,-1,16,2025-06-06
el pez en agua,0,6,-1,18,2025-06-06
el misterioso caso de styles,0,5,-1,10,2025-06-06
el hijo del acordeonista,0,5,-1,11,2025-06-06
peligro de derrumbe pedro simón,0,5,-1,9,2025-06-06
los relámpagos de agosto,0,4,-1,20,2025-06-06
el combate de los jefes,0,4,-1,5,2025-06-06
carmen martin gaite novela entre visillos resumen,0,4,-1,20,2025-06-06
can you give me an extremely detailed summary of each chapter of el polizon de ulises?,0,4,-1,20,2025-06-06
